run,candidate,sample,changing_total_ms,changing_build_ms,complete_total_ms,clamp_ms,show_ms,corners_ms,border_ms
4,0,87,0.70879999999999999,0.65069999999999995,2.352000,0.085500,1.955400,0.018500,0.292600
4,0,88,0.76249999999999996,0.71599999999999997,2.285400,0.074800,1.984500,0.020200,0.205900
4,0,89,1.843,1.7217,1.758100,0.082700,1.426200,0.049700,0.199500
4,0,90,0.90259999999999996,0.8266,1.322000,0.064700,1.075500,0.015800,0.166000
4,0,91,0.82479999999999998,0.74960000000000004,1.845800,0.075400,1.568000,0.017600,0.184800
4,0,92,1.5142,1.4351,1.599500,0.067300,1.332100,0.017300,0.182800
4,0,93,0.83699999999999997,0.76249999999999996,1.013000,0.062500,0.777400,0.013300,0.159800
4,0,94,2.3224,2.2421000000000002,1.280100,0.073600,0.983000,0.015500,0.208000
4,0,95,0.80479999999999996,0.72760000000000002,2.486700,0.060700,2.212100,0.016900,0.197000
4,0,96,0.62629999999999997,0.56499999999999995,1.179000,0.072000,0.923100,0.014000,0.169900
4,0,97,3.226,3.1069,1.187600,0.079300,0.905000,0.018700,0.184600
4,0,98,1.0971,1.0105999999999999,1.131700,0.072600,0.873700,0.023700,0.161700
4,0,99,0.96440000000000003,0.90110000000000001,1.699200,0.065900,1.394100,0.017600,0.221600
4,0,100,1.4295,1.3512,1.430500,0.072000,1.159000,0.017800,0.181700
