run,sample,total_ms,prelude_ms,pool_ms,validation_ms,move_ms,build_return_ms,assert_hwnd_ms,recycle_prelude_ms,hide_ms,recycle_return_ms,assert_recycled_ms
8,4,0.4625,0.0277,0.0199,0.0068,0.3239,0.0303,0.0068,0.0067,0.0118,0.0156,0.013
8,5,0.468,0.0433,0.0193,0.0065,0.319,0.0295,0.0063,0.0061,0.0112,0.0149,0.0119
8,6,0.4433,0.0266,0.0181,0.0063,0.3093,0.029,0.0071,0.0067,0.0122,0.0155,0.0125
8,7,0.4398,0.0266,0.0185,0.0064,0.3088,0.0292,0.0066,0.0062,0.0107,0.0146,0.0122
8,8,0.4029,0.0236,0.0166,0.0057,0.2826,0.0274,0.0064,0.006,0.0096,0.0138,0.0112
8,9,0.4377,0.0232,0.0161,0.0057,0.305,0.0315,0.0075,0.0082,0.0118,0.0157,0.013
8,10,0.4597,0.0254,0.0185,0.0066,0.3234,0.0317,0.0071,0.007,0.0119,0.0156,0.0125
8,11,1.3054,0.0257,0.0187,0.0068,1.1248,0.0554,0.0091,0.0087,0.0148,0.0226,0.0188
8,12,0.7024,0.0381,0.0243,0.0072,0.4997,0.0565,0.0106,0.009,0.0154,0.0225,0.0191
8,13,0.8719,0.036,0.0249,0.0075,0.6111,0.0693,0.0091,0.0096,0.0562,0.0289,0.0193
8,14,0.5695,0.0367,0.0237,0.0069,0.4011,0.0428,0.0089,0.0073,0.0137,0.0157,0.0127
8,15,0.4692,0.0271,0.018,0.0057,0.3338,0.0312,0.0069,0.0069,0.0116,0.0155,0.0125
8,16,0.4533,0.0266,0.0171,0.0056,0.3138,0.0308,0.0062,0.0064,0.0138,0.0194,0.0136
8,17,0.5799,0.0259,0.0184,0.0061,0.4263,0.0399,0.008,0.0073,0.0141,0.0189,0.015
8,18,0.5625,0.0328,0.0229,0.0082,0.3977,0.0379,0.0082,0.0075,0.0131,0.0189,0.0153
8,19,0.4786,0.0323,0.0224,0.0071,0.3297,0.031,0.0077,0.0069,0.012,0.0169,0.0126
8,20,0.4502,0.0274,0.0192,0.0068,0.3136,0.03,0.0077,0.0062,0.0116,0.0155,0.0122
8,21,0.4502,0.0244,0.018,0.0064,0.3173,0.0315,0.0071,0.0062,0.0121,0.0152,0.012
8,22,0.4859,0.026,0.0187,0.007,0.3243,0.0315,0.0073,0.0284,0.0129,0.0172,0.0126
8,23,0.4663,0.0262,0.0188,0.0067,0.3336,0.0308,0.0066,0.0062,0.0108,0.0147,0.0119
8,24,0.4491,0.0249,0.0171,0.0061,0.3146,0.0312,0.0072,0.0068,0.0116,0.0164,0.0132
8,25,0.4596,0.0258,0.0183,0.0067,0.3211,0.0324,0.0067,0.0067,0.0124,0.0157,0.0138
8,26,0.4526,0.0283,0.0206,0.0063,0.3161,0.0297,0.0066,0.0069,0.0107,0.0147,0.0127
8,27,0.479,0.0245,0.017,0.0059,0.343,0.0323,0.0071,0.0074,0.0117,0.0167,0.0134
8,28,0.4385,0.0271,0.0187,0.0065,0.3085,0.0285,0.0062,0.0062,0.011,0.0141,0.0117
8,29,0.4399,0.0245,0.0168,0.0063,0.3091,0.0302,0.0068,0.0067,0.0114,0.0156,0.0125
8,30,0.446,0.0244,0.0177,0.0069,0.3148,0.0288,0.007,0.0066,0.0115,0.0159,0.0124
8,31,0.4658,0.0256,0.0177,0.0064,0.3358,0.0302,0.0065,0.0062,0.0106,0.0148,0.012
8,32,0.4502,0.0258,0.018,0.007,0.3146,0.031,0.0067,0.0068,0.0117,0.0156,0.013
8,33,0.4661,0.0265,0.019,0.0068,0.3246,0.0323,0.0074,0.007,0.0122,0.0168,0.0135
8,34,0.488,0.027,0.0188,0.007,0.3408,0.0348,0.0075,0.0074,0.0125,0.0181,0.0141
8,35,0.5123,0.0275,0.0198,0.0068,0.3655,0.0332,0.0074,0.0077,0.013,0.0171,0.0143
8,36,0.4681,0.0277,0.0199,0.0072,0.3264,0.0315,0.0069,0.0073,0.0116,0.0161,0.0135
8,37,0.4619,0.0266,0.0181,0.0067,0.3224,0.0312,0.0067,0.0072,0.013,0.0163,0.0137
8,38,0.4844,0.028,0.0188,0.0064,0.3395,0.0321,0.0066,0.008,0.0137,0.0176,0.0137
8,39,0.4969,0.0284,0.0201,0.0066,0.3347,0.0311,0.0069,0.0063,0.011,0.0383,0.0135
8,40,0.829,0.0273,0.0196,0.0065,0.6407,0.0508,0.0104,0.0094,0.0172,0.0245,0.0226
8,41,0.5941,0.043,0.029,0.0092,0.4081,0.0428,0.0084,0.0069,0.0138,0.0184,0.0145
8,42,0.5533,0.0309,0.0219,0.0065,0.4037,0.0344,0.0076,0.0069,0.0118,0.0166,0.013
8,43,0.4487,0.0276,0.0191,0.0063,0.3167,0.0282,0.006,0.0059,0.0111,0.0152,0.0126
8,44,0.4493,0.0263,0.0185,0.006,0.3182,0.0293,0.0064,0.0062,0.0112,0.0152,0.012
8,45,0.6556,0.025,0.0178,0.0059,0.3084,0.2023,0.0119,0.0096,0.0364,0.0226,0.0157
8,46,0.5363,0.0285,0.0198,0.0081,0.377,0.0455,0.0079,0.0074,0.0128,0.0152,0.0141
8,47,0.4681,0.0273,0.0183,0.0062,0.329,0.0319,0.0066,0.0068,0.0115,0.0168,0.0137
8,48,0.5337,0.0252,0.0184,0.006,0.3639,0.0455,0.0083,0.0229,0.0141,0.0168,0.0126
8,49,0.4768,0.0256,0.0192,0.0066,0.3388,0.0341,0.0066,0.0062,0.0115,0.0149,0.0133
8,50,0.4645,0.0241,0.0178,0.0062,0.3116,0.031,0.0062,0.006,0.0328,0.0164,0.0124
8,51,0.5996,0.0236,0.0169,0.0057,0.4249,0.0502,0.0108,0.0098,0.0179,0.0214,0.0184
8,52,0.5865,0.0396,0.0254,0.0099,0.4097,0.0397,0.0082,0.0072,0.0134,0.0178,0.0156
8,53,0.534,0.0315,0.0217,0.0074,0.3853,0.0346,0.0066,0.0071,0.0106,0.016,0.0132
8,54,0.4854,0.0281,0.0182,0.0061,0.3467,0.033,0.0066,0.0065,0.011,0.0164,0.0128
8,55,0.5003,0.0251,0.0184,0.0061,0.352,0.0368,0.0075,0.0075,0.0148,0.0184,0.0137
8,56,0.5227,0.029,0.0192,0.0068,0.3485,0.0457,0.0116,0.0096,0.0174,0.0202,0.0147
8,57,0.5742,0.0284,0.0201,0.0065,0.4245,0.0368,0.0076,0.0076,0.0128,0.0171,0.0128
8,58,0.5238,0.0298,0.0181,0.0065,0.3789,0.0354,0.0066,0.007,0.0112,0.0166,0.0137
8,59,0.5097,0.0262,0.0196,0.007,0.3595,0.0416,0.0086,0.0065,0.0118,0.0163,0.0126
8,60,0.622,0.0257,0.0177,0.0062,0.3099,0.0408,0.0082,0.0067,0.0117,0.0616,0.1335
8,61,0.5795,0.0306,0.02,0.0061,0.4115,0.049,0.0094,0.0081,0.0132,0.0182,0.0134
8,62,0.473,0.0388,0.0202,0.006,0.3291,0.0289,0.0063,0.0062,0.0111,0.0144,0.012
8,63,0.5155,0.0249,0.017,0.0056,0.3586,0.0471,0.0084,0.0082,0.0132,0.0181,0.0144
8,64,0.6114,0.0295,0.0208,0.0064,0.4289,0.0563,0.0104,0.0091,0.0143,0.0185,0.0172
8,65,0.7025,0.0354,0.0238,0.0064,0.5163,0.0518,0.0088,0.0083,0.0139,0.0201,0.0177
8,66,0.6825,0.0361,0.024,0.0083,0.4903,0.0501,0.0091,0.0087,0.016,0.0219,0.018
8,67,1.3158,0.0359,0.027,0.0079,0.9615,0.0726,0.0125,0.0116,0.1355,0.0259,0.0254
8,68,1.0432,0.0856,0.0351,0.0093,0.7588,0.0563,0.01,0.0089,0.0348,0.0255,0.0189
8,69,0.7668,0.0384,0.0244,0.0071,0.5492,0.0604,0.0105,0.0099,0.019,0.0259,0.022
8,70,0.8749,0.0407,0.0263,0.0082,0.5768,0.0602,0.0094,0.0086,0.0173,0.0216,0.1058
8,71,0.8989,0.0394,0.0275,0.0081,0.6743,0.0666,0.0101,0.0093,0.0162,0.025,0.0224
8,72,0.8289,0.0421,0.026,0.0074,0.6082,0.0611,0.0109,0.0103,0.0181,0.0247,0.0201
8,73,0.7796,0.0418,0.0307,0.0094,0.5536,0.0605,0.0105,0.0095,0.0177,0.0248,0.0211
8,74,0.7071,0.0409,0.0279,0.0077,0.4934,0.0566,0.0091,0.01,0.0199,0.0225,0.0191
8,75,0.6705,0.0389,0.027,0.0081,0.4678,0.0522,0.0094,0.0095,0.0169,0.0221,0.0186
8,76,0.5879,0.0353,0.0259,0.0079,0.4139,0.0436,0.0079,0.0079,0.012,0.0179,0.0156
8,77,0.5163,0.0316,0.022,0.0063,0.364,0.0372,0.0073,0.007,0.0106,0.0163,0.014
8,78,0.4532,0.0292,0.0201,0.0064,0.315,0.0311,0.0067,0.0064,0.01,0.0156,0.0127
8,79,0.5071,0.027,0.0191,0.0059,0.3418,0.0535,0.0069,0.0066,0.0148,0.0173,0.0142
8,80,0.5158,0.0283,0.0203,0.0063,0.3724,0.0331,0.0075,0.0079,0.0119,0.0153,0.0128
8,81,0.6503,0.0283,0.0196,0.0063,0.3344,0.0645,0.0302,0.0243,0.045,0.053,0.0447
8,82,0.8923,0.0588,0.0236,0.0068,0.6878,0.0477,0.0085,0.0083,0.0138,0.0204,0.0166
8,83,0.5716,0.0317,0.0225,0.0071,0.4184,0.0348,0.0071,0.0072,0.0125,0.0165,0.0138
8,84,0.5534,0.0287,0.0186,0.0061,0.4108,0.0352,0.0067,0.0072,0.0118,0.0155,0.0128
8,85,0.4716,0.0271,0.0181,0.006,0.3299,0.0343,0.0066,0.0072,0.0142,0.0158,0.0124
8,86,0.5272,0.0255,0.0178,0.0063,0.3905,0.0334,0.0067,0.0067,0.0118,0.0156,0.0129
8,87,0.5094,0.0252,0.0173,0.0062,0.3457,0.0485,0.0103,0.008,0.0136,0.0183,0.0163
8,88,0.6022,0.0321,0.0196,0.0069,0.4443,0.0431,0.0078,0.0068,0.0135,0.0153,0.0128
8,89,0.4786,0.0254,0.0177,0.0062,0.3407,0.0329,0.0066,0.0073,0.0137,0.0158,0.0123
8,90,0.515,0.0255,0.0175,0.0061,0.3777,0.0336,0.0066,0.0069,0.0126,0.016,0.0125
8,91,1.137,0.0485,0.0183,0.0061,0.8723,0.0512,0.0081,0.0084,0.079,0.0261,0.019
8,92,0.8041,0.0369,0.027,0.0095,0.499,0.0516,0.0081,0.0089,0.1222,0.0235,0.0174
8,93,0.6882,0.0412,0.0364,0.0074,0.4407,0.0407,0.0067,0.0082,0.0734,0.0197,0.0138
8,94,1.0194,0.0295,0.0216,0.0068,0.6207,0.116,0.0319,0.0108,0.0469,0.0593,0.0759
8,95,0.9991,0.113,0.0788,0.0227,0.6048,0.0616,0.008,0.008,0.0615,0.0225,0.0182
8,96,0.6431,0.0354,0.0234,0.0069,0.436,0.0356,0.0067,0.0073,0.0572,0.0194,0.0152
8,97,0.5703,0.0293,0.02,0.0064,0.4226,0.0355,0.0066,0.007,0.0119,0.0166,0.0144
8,98,0.4385,0.0277,0.0195,0.006,0.3083,0.0278,0.0061,0.0064,0.0103,0.0145,0.0119
8,99,0.4694,0.0229,0.0163,0.0054,0.3037,0.0286,0.0059,0.0069,0.0416,0.0234,0.0147
8,100,0.6077,0.0289,0.0193,0.0069,0.3642,0.0344,0.0071,0.0069,0.0984,0.0255,0.0161
9,1,0.5742,0.0415,0.0293,0.01,0.387,0.0456,0.0093,0.0074,0.0131,0.0172,0.0138
9,2,0.4486,0.028,0.0196,0.0057,0.3185,0.028,0.0066,0.0058,0.01,0.0145,0.0119
9,3,0.4098,0.0236,0.0174,0.0057,0.2888,0.0266,0.0064,0.0069,0.0098,0.0134,0.0112
9,4,0.43,0.0243,0.0164,0.0055,0.3075,0.0281,0.0061,0.0061,0.0109,0.0141,0.011
9,5,0.4483,0.0246,0.0163,0.0054,0.2946,0.0381,0.0111,0.0098,0.013,0.0199,0.0155
9,6,0.5432,0.0317,0.0216,0.0064,0.3841,0.0423,0.0079,0.0066,0.0136,0.0165,0.0125
9,7,0.4582,0.0251,0.0179,0.0055,0.3166,0.0399,0.0073,0.0066,0.0116,0.0153,0.0124
9,8,0.4763,0.0236,0.0164,0.0056,0.3338,0.0416,0.0094,0.0061,0.0125,0.0149,0.0124
9,9,0.5413,0.025,0.0177,0.006,0.3474,0.0371,0.0074,0.0067,0.0138,0.0167,0.0635
9,10,0.5674,0.031,0.0219,0.0066,0.4182,0.0353,0.0075,0.0067,0.0117,0.0151,0.0134
9,11,0.4651,0.0254,0.0194,0.0066,0.3342,0.0305,0.0061,0.006,0.0101,0.0145,0.0123
9,12,0.4444,0.0237,0.0171,0.0065,0.3185,0.0286,0.0071,0.0068,0.0105,0.0139,0.0117
9,13,0.4134,0.0243,0.0159,0.0056,0.2917,0.028,0.006,0.0059,0.0101,0.0142,0.0117
9,14,0.4108,0.0231,0.0169,0.0059,0.288,0.0278,0.0063,0.0067,0.0105,0.0144,0.0112
9,15,0.4092,0.0245,0.0173,0.0056,0.2876,0.0275,0.0057,0.0061,0.0096,0.0145,0.0108
9,16,0.4117,0.0231,0.0165,0.0055,0.2907,0.0283,0.0066,0.0057,0.0098,0.0136,0.0119
9,17,0.449,0.0246,0.0164,0.0059,0.3255,0.0279,0.0064,0.0065,0.0101,0.0142,0.0115
9,18,0.4084,0.0245,0.0158,0.0058,0.2883,0.0267,0.006,0.0059,0.0107,0.014,0.0107
9,19,0.4068,0.0228,0.0174,0.0054,0.2869,0.0267,0.0061,0.0065,0.0098,0.0136,0.0116
9,20,0.4024,0.0246,0.0161,0.0054,0.2825,0.0272,0.0059,0.0055,0.0099,0.0146,0.0107
9,21,0.427,0.0223,0.0161,0.006,0.31,0.027,0.0058,0.0064,0.0096,0.0133,0.0105
9,22,0.4219,0.0412,0.0166,0.0055,0.2861,0.0264,0.0058,0.0055,0.0098,0.0134,0.0116
9,23,0.5783,0.022,0.0163,0.0062,0.3128,0.0562,0.0089,0.0078,0.1021,0.0246,0.0214
9,24,0.5812,0.0322,0.0274,0.021,0.3992,0.045,0.0081,0.0066,0.0124,0.0155,0.0138
9,25,0.542,0.0266,0.019,0.0057,0.3877,0.045,0.0078,0.0066,0.0133,0.0169,0.0134
9,26,0.4465,0.0249,0.0184,0.0058,0.3159,0.0323,0.0063,0.0064,0.0106,0.0143,0.0116
9,27,0.4427,0.0237,0.0171,0.0061,0.3063,0.0306,0.0068,0.0058,0.0164,0.0182,0.0117
9,28,0.5039,0.0239,0.0351,0.007,0.3547,0.0321,0.0065,0.0059,0.0118,0.0148,0.0121
9,29,0.4349,0.0245,0.0168,0.0063,0.3073,0.0297,0.0062,0.0064,0.0106,0.0153,0.0118
9,30,0.4118,0.0238,0.0315,0.0062,0.2775,0.0262,0.0061,0.0059,0.0098,0.0135,0.0113
9,31,0.3861,0.0226,0.0156,0.0055,0.2713,0.0264,0.0059,0.0056,0.01,0.013,0.0102
9,32,0.386,0.024,0.0158,0.0059,0.2686,0.026,0.0059,0.0057,0.0097,0.0135,0.0109
9,33,0.4072,0.0228,0.0161,0.0056,0.2892,0.0263,0.0063,0.0058,0.0099,0.0141,0.0111
9,34,0.3902,0.0226,0.0157,0.0055,0.275,0.0258,0.0059,0.0059,0.0095,0.0135,0.0108
9,35,0.4695,0.0226,0.0156,0.0269,0.3227,0.0311,0.0066,0.0057,0.0118,0.0147,0.0118
9,36,0.3981,0.024,0.0161,0.006,0.28,0.0259,0.006,0.0057,0.0098,0.0137,0.0109
9,37,0.3832,0.0228,0.0153,0.0054,0.2689,0.0256,0.0059,0.0054,0.0097,0.0135,0.0107
9,38,0.3824,0.0223,0.0157,0.0055,0.2686,0.0253,0.0058,0.0056,0.0095,0.0134,0.0107
9,39,0.3863,0.0219,0.0157,0.0056,0.2706,0.0259,0.0059,0.0058,0.0099,0.0137,0.0113
9,40,0.4127,0.0442,0.0166,0.0055,0.2742,0.0263,0.0058,0.0057,0.01,0.0136,0.0108
9,41,0.3823,0.0227,0.0156,0.0054,0.2681,0.026,0.0058,0.0056,0.0096,0.0131,0.0104
9,42,0.431,0.0213,0.0152,0.0054,0.3105,0.0303,0.0063,0.0058,0.011,0.0139,0.0113
9,43,0.405,0.0231,0.016,0.0059,0.2881,0.0262,0.0059,0.006,0.0097,0.0133,0.0108
9,44,0.4025,0.022,0.0155,0.0055,0.2689,0.0251,0.006,0.0056,0.0097,0.0132,0.031
9,45,0.3843,0.0225,0.0156,0.0055,0.2698,0.0256,0.006,0.0057,0.0098,0.0134,0.0104
9,46,0.3807,0.0222,0.0149,0.0055,0.2675,0.0252,0.0059,0.0058,0.0096,0.0135,0.0106
9,47,0.3825,0.0219,0.0154,0.0054,0.2691,0.0251,0.0057,0.0057,0.01,0.0135,0.0107
9,48,0.3835,0.022,0.0162,0.0057,0.2681,0.0257,0.0059,0.0057,0.0098,0.0134,0.011
9,49,0.3868,0.0225,0.0155,0.0056,0.2699,0.0269,0.0059,0.0061,0.0099,0.0138,0.0107
9,50,0.4842,0.0226,0.0353,0.006,0.3107,0.0311,0.0064,0.0063,0.0387,0.0157,0.0114
9,51,0.4173,0.0248,0.0173,0.0061,0.2954,0.0266,0.0059,0.0062,0.0102,0.0142,0.0106
9,52,0.4098,0.0227,0.0158,0.0056,0.2729,0.0361,0.0082,0.0069,0.0122,0.0172,0.0122
9,53,0.4391,0.024,0.0199,0.0061,0.3125,0.0293,0.0062,0.0059,0.0101,0.0139,0.0112
9,54,0.4173,0.0227,0.0162,0.0054,0.2993,0.0272,0.0059,0.0056,0.0101,0.0136,0.0113
9,55,0.3833,0.0222,0.0153,0.0055,0.2701,0.0253,0.0058,0.0058,0.0096,0.0133,0.0104
9,56,0.3824,0.0215,0.015,0.0051,0.2696,0.0255,0.006,0.0058,0.0096,0.0137,0.0106
9,57,0.4124,0.0225,0.0154,0.0054,0.2948,0.0272,0.006,0.0062,0.0097,0.0142,0.011
9,58,1.1898,0.0232,0.0174,0.0058,0.9992,0.0491,0.0084,0.0076,0.0374,0.0245,0.0172
9,59,0.5867,0.0369,0.0232,0.0084,0.3983,0.0603,0.0079,0.0071,0.0133,0.0175,0.0138
9,60,0.4838,0.0251,0.0177,0.0057,0.3464,0.0348,0.0074,0.0066,0.0123,0.0153,0.0125
9,61,0.5026,0.0263,0.019,0.0067,0.3666,0.0307,0.0067,0.0067,0.0142,0.0142,0.0115
9,62,0.4769,0.0244,0.017,0.0056,0.3453,0.0325,0.0066,0.0065,0.011,0.0153,0.0127
9,63,0.4172,0.0264,0.0173,0.0057,0.293,0.0272,0.0061,0.006,0.0102,0.0139,0.0114
9,64,0.3891,0.0237,0.0159,0.0056,0.2719,0.0255,0.0061,0.0059,0.0101,0.0134,0.011
9,65,0.4104,0.0227,0.0152,0.0055,0.2762,0.0368,0.0082,0.0061,0.0107,0.0148,0.0142
9,66,0.5348,0.0263,0.0181,0.0058,0.3799,0.0431,0.0089,0.008,0.0149,0.0163,0.0135
9,67,0.6026,0.0296,0.0209,0.0054,0.456,0.0364,0.0063,0.0064,0.0112,0.0164,0.014
9,68,0.4633,0.0264,0.0196,0.0059,0.3142,0.0415,0.0079,0.0063,0.0117,0.0171,0.0127
9,69,0.4661,0.0252,0.018,0.0058,0.3212,0.0405,0.0091,0.0059,0.011,0.0167,0.0127
9,70,1.5359,0.0284,0.0178,0.0055,1.3634,0.0514,0.0086,0.0085,0.0137,0.0212,0.0174
9,71,0.5298,0.0344,0.0224,0.0064,0.378,0.0342,0.0063,0.0064,0.0139,0.0156,0.0122
9,72,0.5398,0.0245,0.0176,0.0057,0.403,0.0338,0.0067,0.0065,0.0124,0.0169,0.0127
9,73,0.669,0.0265,0.0181,0.0063,0.5237,0.0357,0.0077,0.0074,0.0133,0.0162,0.0141
9,74,0.5113,0.0268,0.0205,0.0061,0.3714,0.0323,0.0068,0.0063,0.0133,0.015,0.0128
9,75,0.4538,0.0263,0.0173,0.0059,0.3126,0.0282,0.0192,0.0061,0.0103,0.0154,0.0125
9,76,0.4788,0.0247,0.0173,0.006,0.3294,0.0403,0.0082,0.0059,0.0136,0.0167,0.0167
9,77,0.5508,0.0268,0.0179,0.0062,0.3515,0.0892,0.0087,0.0066,0.0142,0.0164,0.0133
9,78,0.5916,0.0253,0.0178,0.0061,0.4366,0.0488,0.0078,0.0063,0.0124,0.017,0.0135
9,79,0.5146,0.0291,0.0181,0.0062,0.3711,0.0346,0.0069,0.007,0.0121,0.0161,0.0134
9,80,0.4668,0.0276,0.0184,0.0075,0.3319,0.0296,0.0067,0.0065,0.011,0.0149,0.0127
9,81,0.4265,0.0248,0.0169,0.0058,0.3013,0.0287,0.0064,0.0059,0.0104,0.0145,0.0118
9,82,0.4267,0.024,0.0177,0.006,0.3026,0.0276,0.0066,0.0061,0.0101,0.0145,0.0115
9,83,0.4728,0.0236,0.0174,0.0057,0.3146,0.0508,0.0075,0.0073,0.0126,0.0181,0.0152
9,84,0.6077,0.0296,0.0232,0.0057,0.4231,0.0569,0.0099,0.0083,0.0136,0.0207,0.0167
9,85,0.5698,0.031,0.022,0.0064,0.4092,0.0412,0.0075,0.0081,0.0128,0.0173,0.0143
9,86,0.7716,0.0272,0.0188,0.0061,0.3477,0.0441,0.2327,0.0388,0.0166,0.0225,0.0171
9,87,0.762,0.0356,0.0227,0.0079,0.5245,0.0517,0.0076,0.0081,0.0612,0.0262,0.0165
9,88,0.4943,0.0314,0.022,0.0065,0.3532,0.031,0.0066,0.0069,0.0104,0.0148,0.0115
9,89,0.445,0.025,0.0171,0.0057,0.2994,0.0395,0.0078,0.0061,0.0137,0.0171,0.0136
9,90,0.4978,0.0254,0.0174,0.0058,0.3521,0.0409,0.0087,0.0064,0.0129,0.0157,0.0125
9,91,0.518,0.0249,0.0171,0.0061,0.3561,0.0549,0.008,0.0065,0.0146,0.0167,0.0131
9,92,0.5788,0.0278,0.0212,0.0058,0.4291,0.0393,0.0069,0.0069,0.0124,0.017,0.0124
9,93,0.5301,0.0286,0.0204,0.0058,0.3872,0.0345,0.0068,0.0068,0.0117,0.0157,0.0126
9,94,0.5283,0.0278,0.0175,0.0057,0.3917,0.0329,0.0064,0.0066,0.0117,0.0153,0.0127
9,95,0.4499,0.0273,0.018,0.0057,0.3162,0.0324,0.0064,0.0057,0.0107,0.0157,0.0118
9,96,0.4276,0.0262,0.018,0.0057,0.2983,0.0296,0.0064,0.006,0.0104,0.0148,0.0122
9,97,0.4166,0.0245,0.018,0.0057,0.2917,0.0278,0.0067,0.0064,0.0106,0.014,0.0112
9,98,0.4484,0.0243,0.0163,0.0054,0.3239,0.0293,0.0063,0.0057,0.0102,0.0155,0.0115
9,99,0.4311,0.0245,0.0179,0.0064,0.3054,0.0286,0.0065,0.0059,0.0098,0.014,0.0121
9,100,0.4252,0.0232,0.0166,0.0057,0.2974,0.0292,0.0065,0.0067,0.0097,0.0191,0.0111
10,1,0.7967,0.0429,0.0415,0.011,0.5704,0.0577,0.0103,0.0093,0.0146,0.0214,0.0176
10,2,0.782,0.0353,0.0235,0.0069,0.5374,0.0652,0.015,0.0285,0.0187,0.03,0.0215
10,3,0.8709,0.0451,0.0302,0.0112,0.6399,0.0625,0.0099,0.0096,0.0172,0.0256,0.0197
10,4,0.8832,0.045,0.0293,0.0085,0.6339,0.0664,0.0162,0.0139,0.0173,0.0265,0.0262
10,5,0.8103,0.0431,0.0342,0.0131,0.6033,0.048,0.0083,0.008,0.0143,0.0207,0.0173
10,6,0.8982,0.034,0.0236,0.0065,0.6749,0.069,0.0132,0.0117,0.0172,0.0224,0.0257
10,7,0.8286,0.0488,0.0304,0.0093,0.6074,0.0638,0.0082,0.0081,0.0147,0.0195,0.0184
10,8,0.8089,0.0334,0.023,0.007,0.6064,0.0574,0.0104,0.0108,0.0173,0.0231,0.0201
10,9,0.7453,0.0393,0.0273,0.0085,0.5571,0.047,0.0076,0.0085,0.0133,0.0203,0.0164
10,10,0.745,0.03,0.022,0.0065,0.5346,0.0592,0.0122,0.0121,0.0183,0.0258,0.0243
10,11,0.7783,0.0441,0.0299,0.0104,0.5482,0.0568,0.0142,0.0113,0.0184,0.0284,0.0166
10,12,3.2612,0.0335,0.0224,0.0077,0.4092,2.7004,0.015,0.011,0.0173,0.0244,0.0203
10,13,1.5959,0.041,0.0272,0.0077,0.992,0.0646,0.0091,0.0088,0.2668,0.1411,0.0376
10,14,1.0216,0.0578,0.0355,0.0108,0.7636,0.07,0.0105,0.0102,0.018,0.0235,0.0217
10,15,1.0577,0.0396,0.028,0.0079,0.8319,0.0669,0.0099,0.0091,0.017,0.0254,0.022
10,16,0.7428,0.0414,0.0291,0.0086,0.5208,0.0595,0.0097,0.0094,0.0177,0.0259,0.0207
10,17,0.8128,0.0422,0.0295,0.0072,0.5893,0.0628,0.0095,0.0093,0.0193,0.0238,0.0199
10,18,0.9839,0.0394,0.0281,0.0083,0.7673,0.0655,0.009,0.0086,0.0157,0.023,0.019
10,19,0.6362,0.0376,0.0262,0.0075,0.4485,0.048,0.0081,0.0083,0.0133,0.0213,0.0174
10,20,0.6873,0.0343,0.0242,0.0069,0.4891,0.057,0.0092,0.0074,0.0145,0.027,0.0177
10,21,0.6727,0.034,0.0229,0.0067,0.4944,0.0476,0.0086,0.0086,0.0129,0.0207,0.0163
10,22,0.5387,0.033,0.0231,0.0071,0.3794,0.0367,0.0072,0.0074,0.0118,0.0185,0.0145
10,23,0.5227,0.0308,0.0213,0.0062,0.3463,0.0345,0.0069,0.0069,0.012,0.0434,0.0144
10,24,0.5664,0.0299,0.0209,0.0062,0.4052,0.0416,0.0069,0.0075,0.015,0.0184,0.0148
10,25,0.8869,0.0296,0.0205,0.0064,0.6638,0.0819,0.0112,0.0103,0.0191,0.0241,0.02
10,26,0.6432,0.0383,0.0246,0.0076,0.4727,0.0394,0.0077,0.008,0.0125,0.0179,0.0145
10,27,0.4824,0.0304,0.0201,0.0058,0.3407,0.0336,0.0071,0.0062,0.0098,0.0153,0.0134
10,28,0.4364,0.0263,0.0188,0.0062,0.3043,0.0294,0.0066,0.0065,0.0105,0.0154,0.0124
10,29,0.4988,0.0256,0.0171,0.0052,0.3515,0.0371,0.008,0.0069,0.016,0.0183,0.0131
10,30,1.1216,0.3838,0.0537,0.0096,0.5373,0.0537,0.0093,0.0093,0.0167,0.0279,0.0203
10,31,0.7434,0.0387,0.0257,0.0074,0.5064,0.0493,0.0092,0.0095,0.0486,0.0302,0.0184
10,32,0.8728,0.0365,0.0246,0.0077,0.5324,0.0882,0.0099,0.0094,0.1162,0.0284,0.0195
10,33,0.7256,0.0374,0.0284,0.0074,0.5318,0.0494,0.008,0.0078,0.0136,0.0222,0.0196
10,34,0.7205,0.0359,0.026,0.0076,0.456,0.0567,0.0142,0.0102,0.0634,0.0289,0.0216
10,35,0.8141,0.0385,0.0276,0.0088,0.5586,0.0993,0.01,0.0093,0.0154,0.028,0.0186
10,36,1.5722,0.0376,0.0263,0.0077,1.3458,0.0692,0.0117,0.0094,0.0171,0.0251,0.0223
10,37,0.7255,0.04,0.027,0.0078,0.5184,0.0589,0.0107,0.009,0.0149,0.0212,0.0176
10,38,0.5927,0.0358,0.0234,0.0067,0.4277,0.0391,0.0073,0.0076,0.012,0.0182,0.0149
10,39,0.6161,0.031,0.0208,0.0068,0.4686,0.0339,0.0067,0.0066,0.0118,0.0172,0.0127
10,40,0.6491,0.0295,0.019,0.0061,0.487,0.0424,0.008,0.0076,0.0144,0.0192,0.0159
10,41,0.687,0.0344,0.0245,0.0072,0.5085,0.0495,0.0089,0.0087,0.0136,0.0174,0.0143
10,42,0.7559,0.0316,0.0202,0.0062,0.5772,0.0535,0.0084,0.0081,0.0142,0.0205,0.016
10,43,0.6995,0.0337,0.0209,0.0067,0.5237,0.0455,0.0083,0.0085,0.0154,0.0207,0.0161
